route_iata_code,Month,total_flights,departures,arrivals,landed,active,scheduled,total_dep_delay,total_dep_delay_15,total_on_time_15,short_delay,medium_delay,long_delay,total_calc_sft,total_calc_aft,total_flight_distance_km,commercial,private,cargo,morning_dep,afternoon_dep,evening_dep,morning_arr,afternoon_arr,evening_arr,avg_tavg_dep,total_prcp_dep,avg_snow_dep,avg_wdir_dep,avg_wspd_dep,avg_wpgt_dep,avg_pres_dep,total_tsun_dep,avg_tavg_arr,total_prcp_arr,avg_snow_arr,avg_wdir_arr,avg_wspd_arr,avg_wpgt_arr,avg_pres_arr,total_tsun_arr,total_passengers
BRU-PRG,2023-04,145,70,75,74,70,1,3369.0,84,57,61,77,7,12565.0,10999.0,101007.0,145,0,0,48,48,49,48,48,49,8.518620689655172,350.2,0.0,157.75862068965517,12.853793103448275,34.50482758620689,1016.7289655172415,0.0,6.617241379310345,250.3,0.0,198.5103448275862,13.688275862068965,34.310344827586206,1017.1627586206897,0.0,18300
BRU-PRG,2023-05,155,76,79,70,79,6,4113.0,106,44,49,95,11,13420.0,11906.0,107973.0,155,0,0,49,52,54,49,52,54,13.040645161290323,338.2,0.0,161.8258064516129,10.605161290322581,29.416774193548388,1021.3374193548386,0.0,12.65548387096774,58.9,0.0,157.53548387096774,12.383225806451614,31.43741935483871,1019.8006451612904,0.0,20614
BRU-PRG,2023-06,153,75,78,70,75,8,5074.0,112,35,41,96,16,13267.0,11757.0,106579.8,153,0,0,52,50,51,52,50,51,19.16470588235294,197.8,0.0,137.81045751633988,9.737908496732027,28.85751633986928,1017.5764705882353,0.0,17.415032679738562,357.4,0.0,195.41176470588235,11.57124183006536,33.10915032679738,1016.367320261438,0.0,20593
BRU-PRG,2023-07,100,49,51,47,49,4,2620.0,68,28,32,61,7,8755.0,7678.0,69660.0,100,0,0,51,49,0,51,49,0,18.316,338.5,0.0,234.09,14.487,36.571999999999996,1013.2389999999999,0.0,19.825,237.39999999999998,0.0,217.77,13.182,39.884,1013.382,0.0,11033
BRU-PRG,2023-08,113,56,57,56,56,1,2464.0,62,49,51,59,3,9860.0,8645.0,78715.8,113,0,0,51,51,11,51,50,12,17.630088495575222,282.8,0.0,221.78761061946904,11.530973451327434,29.94867256637168,1013.7769911504425,0.0,18.78938053097345,307.6,0.35398230088495575,238.3362831858407,13.354867256637167,33.7141592920354,1013.024778761062,0.0,11273
BRU-PRG,2023-09,150,76,74,71,76,3,4413.0,113,35,37,103,10,13010.0,11486.0,104490.0,150,0,0,52,49,49,52,48,50,18.626,450.0,0.0,178.27333333333334,10.378666666666666,27.33066666666667,1015.648,0.0,17.718666666666667,21.4,0.0,166.01333333333332,10.39,27.368,1018.3406666666667,0.0,19648
BRU-PRG,2023-10,158,78,80,78,78,2,3617.0,88,68,70,81,7,13669.0,11929.0,110062.8,156,2,0,51,56,51,51,56,51,13.756962025316454,599.9,0.0,193.1139240506329,14.532278481012657,32.84430379746835,1009.9462025316456,0.0,11.814556962025316,161.7,0.0,197.18354430379748,14.701898734177215,36.05822784810127,1013.2164556962026,0.0,18998
BRU-PRG,2023-11,153,75,78,78,75,0,2989.0,79,68,74,76,3,13001.0,11493.0,106579.8,151,2,0,51,52,50,51,52,50,7.8124183006535945,640.8000000000001,0.0,208.59477124183007,18.794117647058822,42.12418300653595,1006.413725490196,0.0,4.752287581699346,266.9,5.803921568627451,235.3202614379085,18.03333333333333,42.386274509803926,1008.1503267973857,0.0,18335
BRU-PRG,2023-12,141,70,71,67,70,4,2936.0,77,58,64,70,7,11985.0,10664.0,98220.6,141,0,0,49,47,45,48,45,48,6.919858156028369,307.4,0.0,223.04255319148936,18.93758865248227,40.362411347517735,1013.5624113475177,0.0,2.8120567375886525,233.0,27.05673758865248,225.88652482269504,19.53404255319149,42.07872340425532,1014.9964539007092,0.0,17517
BRU-RAK,2023-01,44,22,22,19,22,3,1615.0,28,14,16,19,9,9240.0,8847.0,104698.0,44,0,0,42,0,2,0,42,2,5.9409090909090905,157.6,0.0,208.3181818181818,20.336363636363636,44.53181818181818,1016.2590909090909,0.0,13.02727272727273,0.0,0.0,85.27272727272727,7.8,0.0,1023.7681818181819,0.0,7061
BRU-RAK,2023-02,37,21,16,15,21,1,944.0,20,15,17,18,2,7845.0,7549.0,88041.5,37,0,0,33,4,0,0,33,4,5.524324324324325,18.0,0.0,187.78378378378378,13.075675675675676,31.945945945945947,1026.854054054054,0.0,13.697297297297297,104.0,0.0,190.9189189189189,9.113513513513514,0.0,1018.4405405405406,0.0,6811
BRU-RAK,2023-03,40,19,21,15,19,6,2169.0,38,2,2,27,11,8550.0,8165.0,95180.0,40,0,0,30,8,2,0,36,4,7.1625,117.3,0.0,188.725,14.8475,35.795,1012.3725000000001,0.0,20.547500000000003,0.0,0.0,167.65,9.120000000000001,0.0,1017.0600000000001,0.0,7607
BRU-RAK,2023-04,48,22,26,18,22,8,2292.0,35,13,13,24,11,10774.0,10323.0,114216.0,48,0,0,32,9,7,0,35,13,8.445833333333333,81.4,0.0,171.0,12.583333333333334,33.38333333333333,1017.5812500000001,0.0,22.914583333333336,1.5,0.0,138.22916666666666,10.427083333333334,0.0,1013.7416666666667,0.0,8681
BRU-RAK,2023-05,45,22,23,19,22,4,1358.0,25,16,20,21,4,9385.0,9102.0,107077.5,43,2,0,34,1,10,0,34,11,13.222222222222221,94.0,0.0,193.93333333333334,10.997777777777777,28.72222222222222,1021.4711111111111,0.0,22.275555555555556,7.199999999999999,0.0,226.66666666666666,11.411111111111111,0.0,1014.74,0.0,8204
BRU-RAK,2023-06,39,18,21,15,18,6,2219.0,29,10,10,15,14,8185.0,7977.0,92800.5,39,0,0,28,3,8,3,31,5,19.66923076923077,74.3,0.0,128.48717948717947,9.533333333333333,29.494871794871795,1017.125641025641,0.0,26.933333333333337,0.0,0.0,183.02564102564102,10.95897435897436,0.0,1012.8974358974359,0.0,7276
BRU-RAK,2023-07,48,22,26,20,24,4,1738.0,38,10,10,30,8,10640.0,10173.0,114216.0,48,0,0,24,16,8,0,39,9,18.414583333333333,120.1,0.0,232.22916666666666,14.081249999999999,36.802083333333336,1013.0604166666667,0.0,29.839583333333334,1.0,0.0,270.1041666666667,9.941666666666666,0.0,1015.2125,0.0,7774
BRU-RAK,2023-08,51,25,26,24,25,2,1644.0,44,5,7,40,4,11225.0,10577.0,121354.5,51,0,0,26,17,8,0,43,8,18.10392156862745,168.4,0.0,208.0392156862745,12.158823529411766,31.541176470588233,1013.6686274509804,0.0,32.16862745098039,11.399999999999999,0.0,185.09803921568627,10.735294117647058,0.0,1013.9862745098039,0.0,7976
BRU-RAK,2023-09,56,28,28,27,28,1,1348.0,40,14,16,39,1,12360.0,11706.0,133252.0,56,0,0,30,18,8,0,48,8,18.2,151.2,0.0,178.96428571428572,10.239285714285714,26.453571428571426,1016.0178571428571,0.0,24.967857142857145,1.6,0.0,250.89285714285714,9.564285714285715,0.0,1015.1642857142857,0.0,8120
BRU-RAK,2023-10,53,27,26,25,27,1,1257.0,31,20,22,30,1,11402.0,11024.0,126113.5,52,1,0,35,9,9,1,40,12,13.954716981132076,144.7,0.0,201.62264150943398,16.437735849056605,36.43396226415094,1008.9905660377359,0.0,24.335849056603774,36.2,0.0,181.77358490566039,8.618867924528303,0.0,1015.9056603773585,0.0,8948
BRU-RAK,2023-11,46,22,24,19,22,4,1831.0,36,8,10,30,6,9990.0,9498.0,109457.0,46,0,0,15,6,25,2,19,25,8.21304347826087,146.7,0.0,211.2608695652174,19.87391304347826,42.995652173913044,1003.6260869565218,0.0,19.106521739130436,0.0,0.0,142.41304347826087,6.934782608695652,0.0,1018.9891304347826,0.0,8354
BRU-RAK,2023-12,42,21,21,19,21,2,1256.0,29,13,13,26,3,9060.0,8568.0,99939.0,42,0,0,18,0,24,1,18,23,6.990476190476191,75.8,0.0,218.23809523809524,20.514285714285716,41.98095238095238,1014.0428571428572,0.0,15.069047619047618,1.6,0.0,124.45238095238095,7.226190476190476,0.0,1022.8357142857143,0.0,7390
BRU-RIX,2023-01,79,41,38,35,42,2,1477.0,38,35,41,36,2,11060.0,10478.0,113309.7,79,0,0,36,0,43,36,0,43,5.6835443037974684,260.4,0.0,204.49367088607596,19.844303797468356,42.76202531645569,1014.679746835443,0.0,0.26708860759493674,239.8,15.367088607594937,164.65822784810126,14.967088607594938,39.392405063291136,1013.1139240506329,0.0,5662
BRU-RIX,2023-02,68,37,31,29,37,2,1331.0,35,32,33,34,1,9502.0,9119.0,97532.4,68,0,0,32,0,36,30,2,36,5.172058823529412,25.5,0.0,179.47058823529412,11.673529411764704,28.71323529411765,1027.8779411764706,0.0,-0.02499999999999997,65.8,4.411764705882353,237.5441176470588,13.025,37.39411764705883,1018.5720588235293,0.0,5540
BRU-RIX,2023-03,94,47,47,41,48,5,2381.0,60,34,34,53,7,13198.0,12422.0,134824.19999999998,90,4,0,44,12,38,43,7,44,7.572340425531914,372.6,0.0,197.27659574468086,17.391489361702128,40.58297872340426,1009.6808510638298,0.0,2.8659574468085105,162.6,5.808510638297872,223.7872340425532,14.01276595744681,40.202127659574465,1004.8957446808511,0.0,7568
BRU-RIX,2023-04,65,32,33,32,32,1,1532.0,40,20,25,38,2,9425.0,8900.0,93229.5,65,0,0,39,24,2,39,0,26,8.590769230769231,149.20000000000002,0.0,152.03076923076924,12.075384615384616,33.0,1016.9661538461539,0.0,8.835384615384614,42.2,0.6153846153846154,136.58461538461538,11.475384615384614,33.83076923076923,1019.0138461538461,0.0,6673
BRU-RIX,2023-05,88,44,44,39,45,4,2854.0,70,14,18,62,8,12760.0,11970.0,126218.4,88,0,0,44,37,7,44,0,44,13.140909090909092,180.2,0.0,167.8409090909091,10.556818181818182,29.55,1021.0613636363636,0.0,13.020454545454545,23.6,0.0,213.8181818181818,9.997727272727273,33.122727272727275,1022.9863636363636,0.0,8227
BRU-RIX,2023-06,84,42,42,34,42,8,3668.0,70,14,14,49,21,12180.0,11447.0,120481.2,84,0,0,40,30,14,37,3,44,19.447619047619046,69.4,0.0,140.26190476190476,9.571428571428571,28.461904761904766,1017.4904761904761,0.0,18.45357142857143,20.1,0.0,159.92857142857142,10.242857142857142,32.69047619047619,1016.9630952380952,0.0,8580
BRU-RIX,2023-07,82,41,41,37,41,4,2781.0,75,2,7,68,7,11856.0,10769.0,117612.59999999999,82,0,0,44,31,7,44,0,38,18.424390243902437,283.0,0.0,232.14634146341464,14.497560975609755,36.673170731707316,1012.9536585365853,0.0,17.721951219512196,128.8,0.0,236.41463414634146,10.914634146341463,34.36585365853659,1009.5268292682927,0.0,8703
BRU-RIX,2023-08,78,40,38,36,40,2,2605.0,60,16,18,54,6,11285.0,10273.0,111875.4,78,0,0,44,31,3,42,3,33,18.275641025641026,189.9,0.0,219.66666666666666,11.201282051282051,29.193589743589744,1014.7423076923076,0.0,19.557692307692307,298.1,0.0,187.3846153846154,10.503846153846153,33.53589743589744,1012.6615384615385,0.0,7870
BRU-RIX,2023-09,96,48,48,48,48,0,1781.0,59,37,37,59,0,13884.0,12691.0,137692.8,96,0,0,46,50,0,46,0,50,18.5625,280.0,0.0,180.14583333333334,10.372916666666667,27.197916666666668,1015.8083333333334,0.0,17.033333333333335,66.8,0.0,198.375,11.052083333333334,37.65,1018.2624999999999,0.0,8915
BRU-RIX,2023-10,98,49,49,47,49,2,2762.0,65,31,33,60,5,14154.0,12921.0,140561.4,94,4,0,45,46,7,44,2,52,13.712244897959183,428.2,0.0,192.6122448979592,14.628571428571428,33.022448979591836,1009.5408163265306,0.0,7.891836734693877,256.6,0.0,188.20408163265307,14.520408163265307,49.08163265306123,1007.7163265306123,0.0,8365
BRU-RIX,2023-11,88,44,44,43,44,1,1979.0,55,27,33,53,2,12320.0,11602.0,126218.4,88,0,0,44,0,44,44,0,44,8.011363636363637,409.8,0.0,209.97727272727272,19.06590909090909,42.67727272727273,1006.2295454545455,0.0,2.3454545454545452,183.8,8.204545454545455,155.4090909090909,11.279545454545454,47.50909090909091,1004.4272727272728,0.0,7992
BRU-RIX,2023-12,75,37,38,38,37,0,2027.0,57,14,18,55,2,10500.0,9798.0,107572.5,75,0,0,35,0,40,35,0,40,6.957333333333333,145.9,0.0,224.05333333333334,19.349333333333334,40.792,1012.3986666666666,0.0,-0.948,124.8,20.4,187.18666666666667,11.596,49.785333333333334,1007.144,0.0,7234
BRU-SAW,2023-01,57,28,29,26,28,3,1904.0,40,11,17,35,5,11115.0,10811.0,125633.7,57,0,0,0,57,0,0,55,2,5.478947368421053,160.0,0.0,192.5438596491228,19.740350877192984,43.022807017543855,1015.7210526315789,0.0,9.242105263157894,39.2,0.0,116.47368421052632,13.34736842105263,0.0,1018.8263157894737,0.0,9988
BRU-SAW,2023-02,52,26,26,22,26,4,2081.0,42,10,10,35,7,10140.0,9833.0,114613.2,52,0,0,0,52,0,0,49,3,5.93076923076923,24.8,0.0,204.96153846153845,13.503846153846155,31.98076923076923,1027.496153846154,0.0,7.276923076923077,92.8,0.0,178.53846153846155,15.673076923076923,0.0,1022.2461538461539,0.0,8956
BRU-SAW,2023-03,62,31,31,28,32,2,2255.0,55,5,7,47,8,12090.0,11544.0,136654.19999999998,38,0,24,12,50,0,0,62,0,7.487096774193549,231.4,0.0,200.90322580645162,16.98709677419355,39.78387096774193,1010.0903225806452,0.0,9.8,187.4,0.0,92.12903225806451,15.13225806451613,0.0,1013.8354838709678,0.0,10688
BRU-SAW,2023-04,60,30,30,21,30,9,3285.0,58,2,2,41,17,11700.0,11364.0,132246.0,60,0,0,50,10,0,0,60,0,8.673333333333334,148.6,0.0,162.26666666666668,12.523333333333333,33.836666666666666,1016.48,0.0,12.756666666666666,198.0,0.0,157.3,14.15,0.0,1011.75,0.0,11004
BRU-SAW,2023-05,62,31,31,25,31,6,2770.0,62,0,0,53,9,12090.0,11667.0,136654.19999999998,62,0,0,59,3,0,0,62,0,13.245161290322581,118.6,0.0,166.83870967741936,10.55483870967742,29.212903225806453,1021.1774193548387,0.0,15.864516129032259,117.8,0.0,88.09677419354838,17.129032258064516,0.0,1015.1806451612903,0.0,11817
BRU-SAW,2023-06,58,29,29,23,29,6,3446.0,58,0,0,44,14,11310.0,10789.0,127837.79999999999,58,0,0,50,8,0,0,58,0,19.446551724137933,68.0,0.0,131.94827586206895,9.543103448275861,28.705172413793104,1017.5051724137932,0.0,21.31551724137931,104.3,0.0,65.37931034482759,17.67758620689655,0.0,1012.6724137931035,0.0,10762
BRU-SAW,2023-07,60,29,31,17,29,14,4485.0,60,0,0,31,29,11700.0,11270.0,132246.0,60,0,0,44,16,0,0,58,2,18.376666666666665,197.3,0.0,234.18333333333334,14.535,37.005,1013.1516666666666,0.0,25.956666666666667,19.2,0.0,116.46666666666667,15.455000000000002,0.0,1012.6816666666667,0.0,11591
BRU-SAW,2023-08,62,31,31,14,31,17,4381.0,62,0,0,36,26,12090.0,11784.0,136654.19999999998,62,0,0,45,17,0,0,62,0,18.041935483870965,175.6,0.0,214.41935483870967,11.635483870967741,30.27741935483871,1014.2096774193549,0.0,26.200000000000003,3.8,0.0,107.06451612903226,20.470967741935485,0.0,1011.1129032258065,0.0,12496
BRU-SAW,2023-09,57,28,29,23,28,6,2866.0,57,0,0,46,11,11115.0,10694.0,125633.7,57,0,0,50,7,0,0,57,0,18.46140350877193,158.5,0.0,173.0,10.070175438596491,26.347368421052632,1016.2473684210526,0.0,22.598245614035086,39.8,0.0,56.75438596491228,19.107017543859648,0.0,1015.6877192982456,0.0,12490
BRU-SAW,2023-10,58,28,30,19,28,11,3528.0,58,0,0,37,21,11340.0,10913.0,127837.79999999999,58,0,0,39,19,0,0,58,0,13.689655172413794,206.8,0.0,197.89655172413794,14.99655172413793,33.76896551724138,1009.6810344827586,0.0,18.71034482758621,85.60000000000001,0.0,115.96551724137932,13.28448275862069,0.0,1017.3431034482759,0.0,12774
BRU-SAW,2023-11,64,31,33,23,31,10,3370.0,62,2,2,42,20,12690.0,12139.0,141062.4,64,0,0,0,62,2,0,57,7,8.3578125,278.1,0.0,211.140625,21.046875,46.121875,1003.1625,0.0,15.3203125,484.8,0.0,192.015625,13.9453125,0.0,1011.7,0.0,10833
BRU-SAW,2023-12,58,28,30,26,28,4,2364.0,55,3,3,46,9,11593.0,10970.0,127837.79999999999,58,0,0,0,57,1,0,55,3,6.710344827586207,132.4,0.0,218.10344827586206,18.95344827586207,40.01206896551724,1013.6224137931034,0.0,11.093103448275862,141.3,0.0,145.29310344827587,15.708620689655174,0.0,1017.8758620689656,0.0,10722
BRU-TLS,2023-01,107,55,52,51,55,1,1616.0,37,68,70,36,1,10415.0,9471.0,90094.0,107,0,0,50,10,47,50,10,47,5.519626168224299,308.8,0.0,193.60747663551402,19.485981308411215,42.58130841121495,1015.7168224299065,0.0,5.925233644859813,212.6,0.0,241.30841121495328,14.858878504672896,39.51401869158879,1022.7355140186916,0.0,10722
BRU-TLS,2023-02,102,56,46,45,56,1,1984.0,45,55,57,43,2,9976.0,9110.0,85884.0,100,2,0,44,15,43,45,15,42,5.25686274509804,37.9,0.0,185.4607843137255,12.389215686274511,29.979411764705883,1027.9441176470589,0.0,6.715686274509804,35.2,0.0,206.55882352941177,12.47549019607843,36.62843137254902,1026.243137254902,0.0,12464
BRU-TLS,2023-03,126,59,67,54,59,13,4233.0,81,43,45,66,15,12294.0,11299.0,106092.0,118,0,8,48,24,54,47,25,54,7.373809523809524,448.2,0.0,197.11904761904762,16.983333333333334,39.46507936507937,1010.4095238095239,0.0,10.748412698412698,157.4,0.0,226.43650793650792,15.79047619047619,44.955555555555556,1016.9095238095239,0.0,13983
BRU-TLS,2023-04,137,65,72,65,65,7,3557.0,85,42,52,79,6,13577.0,12330.0,115354.0,132,5,0,42,47,48,42,47,48,8.745985401459855,295.2,0.0,159.28467153284672,12.590510948905111,33.61094890510949,1017.0007299270073,0.0,13.502919708029198,200.3,0.0,227.5109489051095,13.967883211678831,40.64671532846715,1016.8167883211678,0.0,15995
BRU-TLS,2023-05,155,76,79,74,77,4,3719.0,88,51,67,81,7,15200.0,13796.0,130510.0,155,0,0,51,52,52,51,52,52,13.065806451612904,324.1,0.0,163.2774193548387,10.689677419354839,29.416129032258066,1021.3141935483872,0.0,16.739354838709676,250.0,0.0,247.5483870967742,15.02,40.08258064516129,1018.0064516129032,0.0,18951
BRU-TLS,2023-06,137,65,72,66,65,6,3820.0,91,38,46,80,11,13455.0,12176.0,115354.0,137,0,0,50,41,46,50,41,46,19.192700729927008,189.3,0.0,141.63503649635035,9.782481751824818,28.969343065693433,1017.5671532846716,0.0,21.803649635036496,508.7,0.0,209.5182481751825,13.662043795620438,39.86569343065694,1015.5919708029197,0.0,17427
BRU-TLS,2023-07,114,55,59,55,55,4,3283.0,87,25,27,78,9,11512.0,10466.0,95988.0,110,4,0,42,23,49,32,33,49,18.4,380.5,0.0,238.12280701754386,14.410526315789474,36.467543859649126,1013.4701754385966,0.0,23.69912280701754,53.8,0.0,252.3421052631579,13.629824561403508,40.5859649122807,1016.9061403508772,0.0,14085
BRU-TLS,2023-08,112,55,57,53,55,4,4847.0,87,23,25,79,8,11160.0,9992.0,94304.0,112,0,0,43,17,52,35,25,52,17.98035714285714,280.1,0.0,215.77678571428572,11.512500000000001,30.03482142857143,1014.2035714285714,0.0,24.208928571428572,80.2,0.0,258.54464285714283,15.290178571428571,40.333928571428565,1016.5821428571428,0.0,14281
BRU-TLS,2023-09,123,61,62,58,61,4,2685.0,70,49,53,64,6,12080.0,10984.0,103566.0,123,0,0,49,36,38,49,36,38,18.634146341463413,388.2,0.0,176.3089430894309,9.86910569105691,26.630894308943088,1015.7211382113821,0.0,22.378048780487806,111.6,0.0,182.9349593495935,14.32439024390244,42.765853658536585,1015.9617886178862,0.0,14334
BRU-TLS,2023-10,121,60,61,57,60,3,2329.0,60,57,61,57,3,12026.0,10935.0,101882.0,119,2,0,49,30,42,49,30,42,13.697520661157025,467.2,0.0,196.76859504132233,14.516528925619834,32.771900826446284,1010.0454545454545,0.0,18.293388429752067,183.4,0.0,187.59504132231405,13.108264462809919,45.735537190082646,1013.1471074380165,0.0,13685
BRU-TLS,2023-11,123,60,63,62,60,1,2191.0,49,68,74,47,2,12312.0,10932.0,103566.0,123,0,0,50,35,38,49,36,38,8.200000000000001,511.7,0.0,217.21951219512195,19.604065040650408,42.7479674796748,1005.9325203252032,0.0,10.795934959349594,331.1,0.0,224.21951219512195,14.432520325203253,45.53333333333334,1016.0252032520325,0.0,13910
BRU-TLS,2023-12,125,62,63,62,62,1,2260.0,51,66,74,51,0,12530.0,11220.0,105250.0,121,4,0,52,28,45,52,28,45,6.668,249.0,0.0,217.288,18.496,39.2464,1014.084,0.0,8.0728,264.4,0.0,211.16,13.099200000000002,39.9856,1022.5224000000001,0.0,14124
BRU-TLV,2023-01,110,55,55,51,58,1,2314.0,78,26,32,76,2,28976.0,28023.0,357610.0,84,0,26,68,10,32,50,42,18,5.5600000000000005,342.2,0.0,207.29090909090908,19.507272727272728,43.372727272727275,1016.6800000000001,0.0,14.852727272727272,119.8,0.0,112.05454545454545,9.663636363636364,28.48181818181818,1018.9145454545455,0.0,10792
BRU-TLV,2023-02,118,59,59,56,59,3,3028.0,90,25,28,88,2,31029.0,29832.0,383618.0,89,0,29,74,12,32,57,45,16,5.272881355932204,52.5,0.0,186.1864406779661,12.185593220338983,29.715254237288136,1028.2389830508475,0.0,13.552542372881357,675.0,0.0,141.6271186440678,11.89406779661017,35.127966101694916,1019.2305084745763,0.0,12354
BRU-TLV,2023-03,131,65,66,64,65,2,3716.0,98,25,33,92,6,34476.0,32787.0,425881.0,102,0,29,81,10,40,59,54,18,7.282442748091603,494.3,0.0,196.93129770992365,16.663358778625955,39.1824427480916,1010.4580152671756,0.0,17.477099236641223,262.7,0.0,191.54198473282443,11.222137404580154,33.62213740458015,1013.7801526717558,0.0,14413
BRU-TLV,2023-04,131,65,66,64,66,1,3838.0,110,17,21,106,4,34926.0,33266.0,425881.0,107,0,24,80,0,51,43,55,33,8.422137404580152,304.5,0.0,148.32824427480915,12.66793893129771,34.023664122137404,1016.9022900763359,0.0,19.77022900763359,417.8,0.0,165.5801526717557,10.858015267175574,33.51679389312977,1012.5519083969465,0.0,14663
BRU-TLV,2023-05,134,66,68,65,67,2,4091.0,112,18,22,104,8,36090.0,34734.0,435634.0,106,0,28,81,0,53,50,53,31,12.964179104477612,263.0,0.0,175.8955223880597,10.745522388059703,29.06417910447761,1021.3499999999999,0.0,23.046268656716418,10.0,0.0,203.2462686567164,10.92089552238806,34.66343283582089,1011.8477611940299,0.0,15480
BRU-TLV,2023-06,128,61,67,58,62,8,4663.0,117,7,11,104,13,34150.0,32747.0,416128.0,100,2,26,84,0,44,48,58,22,19.41328125,150.1,0.0,136.0859375,9.43671875,28.5046875,1017.28125,0.0,25.6203125,35.1,0.0,235.4375,11.50078125,33.2671875,1009.77578125,0.0,15712
BRU-TLV,2023-07,147,69,78,68,71,8,5335.0,132,15,15,114,18,39214.0,37148.0,477897.0,123,0,24,79,0,68,63,54,30,18.365306122448978,432.4,0.0,235.56462585034015,14.265986394557823,36.493197278911566,1013.1319727891156,0.0,28.76530612244898,1.5,0.0,266.95238095238096,10.97278911564626,32.199999999999996,1006.8360544217687,0.0,19372
BRU-TLV,2023-08,156,75,81,70,76,9,5246.0,137,17,19,122,15,41651.0,39860.0,507156.0,124,0,32,89,0,67,65,57,34,18.090384615384615,427.3,0.0,212.21794871794873,11.721153846153847,30.46346153846154,1014.0961538461538,0.0,28.999358974358973,7.800000000000001,0.0,280.5,11.066025641025641,31.151282051282053,1008.549358974359,0.0,20865
BRU-TLV,2023-09,124,59,65,62,59,3,4132.0,111,9,13,103,8,33268.0,31670.0,403124.0,100,0,24,71,0,53,48,46,30,18.645967741935483,368.3,0.0,173.8709677419355,10.24274193548387,26.717741935483872,1015.667741935484,0.0,27.923387096774192,29.799999999999997,0.0,166.33870967741936,10.149999999999999,16.604032258064517,1010.5346774193548,0.0,14887
BRU-TLV,2023-10,38,19,19,16,19,3,1337.0,30,8,8,24,6,9906.0,9592.0,123538.0,18,2,18,28,0,10,26,7,5,15.663157894736843,57.2,0.0,204.68421052631578,15.457894736842105,33.32631578947369,1018.5263157894736,0.0,25.56578947368421,18.4,0.0,201.76315789473685,9.799999999999999,0.0,1015.271052631579,0.0,2421
BRU-TLV,2023-11,4,2,2,2,2,0,120.0,4,0,0,4,0,1004.0,967.0,13004.0,2,2,0,0,2,2,0,0,4,10.4,28.0,0.0,244.5,24.15,47.25,1010.55,0.0,21.45,26.0,0.0,161.0,7.949999999999999,0.0,1014.25,0.0,76
BRU-TNG,2023-01,90,47,43,34,51,5,2718.0,54,36,36,42,12,15990.0,15130.0,169308.0,90,0,0,23,14,53,2,29,59,6.21,268.8,0.0,193.77777777777777,20.26222222222222,43.36333333333333,1015.7900000000001,0.0,13.803333333333333,187.5,0.0,130.7,13.94111111111111,32.13777777777778,1024.2077777777777,0.0,14082
BRU-TNG,2023-02,75,40,35,24,46,5,1749.0,49,24,26,47,2,13350.0,12838.0,141090.0,75,0,0,18,11,46,4,22,49,5.309333333333333,28.6,0.0,184.96,12.494666666666667,29.904000000000003,1028.0213333333334,0.0,14.207999999999998,198.8,0.0,133.2,23.770666666666667,44.59866666666667,1020.1746666666668,0.0,13271
BRU-TNG,2023-03,92,44,48,26,50,16,3610.0,82,6,10,67,15,16475.0,15914.0,173070.4,92,0,0,31,13,48,8,34,50,7.497826086956521,382.2,0.0,200.93478260869566,17.568478260869565,41.1445652173913,1008.8054347826088,0.0,15.68913043478261,62.1,0.0,172.84782608695653,12.693478260869565,31.643478260869564,1019.045652173913,0.0,14973
BRU-TNG,2023-04,82,39,43,29,45,8,2791.0,66,14,16,59,7,16520.0,15741.0,154258.4,82,0,0,25,20,37,2,31,49,8.752439024390245,188.0,0.0,156.4268292682927,11.90731707317073,32.864634146341466,1016.9329268292682,0.0,19.201219512195124,6.4,0.0,154.7560975609756,19.928048780487803,38.24634146341463,1013.6451219512195,0.0,12693
BRU-TNG,2023-05,103,51,52,38,58,7,3013.0,80,23,23,72,8,18960.0,17932.0,193763.6,103,0,0,26,24,53,2,32,69,13.067961165048544,232.1,0.0,156.40776699029126,10.642718446601942,29.86504854368932,1021.6019417475728,0.0,19.84757281553398,99.2,0.0,176.45631067961165,12.323300970873786,30.90097087378641,1014.8601941747573,0.0,17472
BRU-TNG,2023-06,118,57,61,34,63,21,4886.0,108,8,10,86,22,21578.0,20725.0,221981.6,109,9,0,37,18,63,9,42,67,19.352542372881356,197.2,0.0,165.38983050847457,9.874576271186442,29.1,1017.6889830508475,0.0,24.802542372881355,25.0,0.0,153.82203389830508,19.302542372881355,38.56440677966102,1013.2881355932203,0.0,16082
BRU-TNG,2023-07,227,111,116,70,132,24,6720.0,166,55,61,147,19,41373.0,40213.0,427032.4,170,57,0,79,35,113,28,66,133,18.459471365638766,690.3,0.0,232.33039647577093,14.340088105726872,36.56343612334802,1013.0242290748898,0.0,24.797797356828195,4.0,0.0,230.3215859030837,11.25726872246696,31.794713656387664,1015.2154185022026,0.0,30753
BRU-TNG,2023-08,232,113,119,69,130,33,7295.0,146,73,86,114,32,41912.0,40461.0,436438.4,176,56,0,85,40,107,31,85,116,18.050862068965518,649.5,0.0,208.32758620689654,11.654741379310344,30.163362068965515,1014.326724137931,0.0,26.591810344827586,0.0,0.0,160.31465517241378,16.943103448275863,37.15258620689655,1014.0383620689655,0.0,32606
